nameType,acceptedNameUsage,taxonomicStatus,scientificName,canonicalName,taxonRank
scientific,Diplaspis cordifolia (Hook.) Hook.f.,accepted,Diplaspis cordifolia (Hook.) Hook.f.,Diplaspis cordifolia,Species
scientific,Diplaspis hydrocotyle Hook.f.,accepted,Diplaspis hydrocotyle Hook.f.,Diplaspis hydrocotyle,Species
scientific,Diplaspis nivis Van den Borre & Henwood,accepted,Diplaspis nivis Van den Borre & Henwood,Diplaspis nivis,Species
scientific,Eryngium campestre L.,accepted,Eryngium campestre L.,Eryngium campestre,Species
scientific,Eryngium expansum F.Muell. ex Klatt,accepted,Eryngium expansum F.Muell. ex Klatt,Eryngium expansum,Species
scientific,Eryngium foetidum L.,accepted,Eryngium foetidum L.,Eryngium foetidum,Species
scientific,Eryngium fontanum A.E.Holland & E.J.Thomps.,accepted,Eryngium fontanum A.E.Holland & E.J.Thomps.,Eryngium fontanum,Species
scientific,Eryngium maritimum L.,accepted,Eryngium maritimum L.,Eryngium maritimum,Species
scientific,Eryngium ovinum A.Cunn.,accepted,Eryngium ovinum A.Cunn.,Eryngium ovinum,Species
scientific,Eryngium paludosum (C.Moore) P.W.Michael,accepted,Eryngium paludosum (C.Moore) P.W.Michael,Eryngium paludosum,Species
scientific,Eryngium pandanifolium Cham. & Schltdl.,accepted,Eryngium pandanifolium Cham. & Schltdl.,Eryngium pandanifolium,Species
scientific,Eryngium pinnatifidum Bunge,accepted,Eryngium pinnatifidum Bunge,Eryngium pinnatifidum,Species
phrase name,Eryngium pinnatifidum subsp. Inland Swamp (G.J.Keighery 16551) WA Herbarium,accepted,Eryngium pinnatifidum subsp. Inland Swamp (G.J.Keighery 16551) WA Herbarium,Eryngium pinnatifidum subsp. Inland Swamp (G.J.Keighery 16551),Subspecies
phrase name,Eryngium pinnatifidum subsp. Palustre (G.J.Keighery 13459) WA Herbarium,accepted,Eryngium pinnatifidum subsp. Palustre (G.J.Keighery 13459) WA Herbarium,Eryngium pinnatifidum subsp. Palustre (G.J.Keighery 13459),Subspecies
phrase name,Eryngium pinnatifidum subsp. Umbraphilum (G.J.Keighery 13967) WA Herbarium,accepted,Eryngium pinnatifidum subsp. Umbraphilum (G.J.Keighery 13967) WA Herbarium,Eryngium pinnatifidum subsp. Umbraphilum (G.J.Keighery 13967),Subspecies
scientific,Eryngium plantagineum F.Muell.,accepted,Eryngium plantagineum F.Muell.,Eryngium plantagineum,Species
phrase name,Eryngium sp. Ferox (G.J.Keighery 16034) WA Herbarium,accepted,Eryngium sp. Ferox (G.J.Keighery 16034) WA Herbarium,Eryngium sp. Ferox (G.J.Keighery 16034),Species
phrase name,Eryngium sp. Lake Muir (E.Wittwer 2293) WA Herbarium,accepted,Eryngium sp. Lake Muir (E.Wittwer 2293) WA Herbarium,Eryngium sp. Lake Muir (E.Wittwer 2293),Species
phrase name,Eryngium sp. Subdecumbens (G.J.Keighery 5390) WA Herbarium,accepted,Eryngium sp. Subdecumbens (G.J.Keighery 5390) WA Herbarium,Eryngium sp. Subdecumbens (G.J.Keighery 5390),Species
scientific,Eryngium supinum J.M.Black,accepted,Eryngium supinum J.M.Black,Eryngium supinum,Species
scientific,Eryngium vesiculosum Labill.,accepted,Eryngium vesiculosum Labill.,Eryngium vesiculosum,Species
scientific,Ferula communis L.,accepted,Ferula communis L.,Ferula communis,Species
autonym,Ferula communis L. subsp. communis,accepted,Ferula communis L. subsp. communis,Ferula communis subsp. communis,Subspecies
scientific,Foeniculum vulgare Mill.,accepted,Foeniculum vulgare Mill.,Foeniculum vulgare,Species
scientific,Gingidia algens (F.Muell.) J.W.Dawson,accepted,Gingidia algens (F.Muell.) J.W.Dawson,Gingidia algens,Species
scientific,Gingidia harveyana (F.Muell.) J.W.Dawson,accepted,Gingidia harveyana (F.Muell.) J.W.Dawson,Gingidia harveyana,Species
scientific,Gingidia rupicola I.Telford & J.J.Bruhl,accepted,Gingidia rupicola I.Telford & J.J.Bruhl,Gingidia rupicola,Species
scientific,Helosciadium nodiflorum (L.) W.D.J.Koch,accepted,Helosciadium nodiflorum (L.) W.D.J.Koch,Helosciadium nodiflorum,Species
scientific,Homalosciadium homalocarpum (F.Muell.) H.Eichler,accepted,Homalosciadium homalocarpum (F.Muell.) H.Eichler,Homalosciadium homalocarpum,Species
scientific,Lilaeopsis brisbanica A.R.Bean,accepted,Lilaeopsis brisbanica A.R.Bean,Lilaeopsis brisbanica,Species
scientific,Lilaeopsis polyantha (Gand.) H.Eichler,accepted,Lilaeopsis polyantha (Gand.) H.Eichler,Lilaeopsis polyantha,Species
phrase name,Lilaeopsis sp. West Coast (A.Moscal 5655) Tas. Herbarium,accepted,Lilaeopsis sp. West Coast (A.Moscal 5655) Tas. Herbarium,Lilaeopsis sp. West Coast (A.Moscal 5655),Species
scientific,Neosciadium glochidiatum (Benth.) Domin,accepted,Neosciadium glochidiatum (Benth.) Domin,Neosciadium glochidiatum,Species
scientific,Oenanthe javanica DC.,accepted,Oenanthe javanica DC.,Oenanthe javanica,Species
scientific,Oenanthe pimpinelloides L.,accepted,Oenanthe pimpinelloides L.,Oenanthe pimpinelloides,Species
scientific,Oreomyrrhis argentea (Hook.f.) Hook.f.,accepted,Oreomyrrhis argentea (Hook.f.) Hook.f.,Oreomyrrhis argentea,Species
scientific,Oreomyrrhis brevipes Mathias & Constance,accepted,Oreomyrrhis brevipes Mathias & Constance,Oreomyrrhis brevipes,Species
scientific,Oreomyrrhis ciliata Hook.f.,accepted,Oreomyrrhis ciliata Hook.f.,Oreomyrrhis ciliata,Species
scientific,Oreomyrrhis eriopoda (DC.) Hook.f.,accepted,Oreomyrrhis eriopoda (DC.) Hook.f.,Oreomyrrhis eriopoda,Species
scientific,Oreomyrrhis gunnii Mathias & Constance,accepted,Oreomyrrhis gunnii Mathias & Constance,Oreomyrrhis gunnii,Species
scientific,Oreomyrrhis pulvinifica F.Muell.,accepted,Oreomyrrhis pulvinifica F.Muell.,Oreomyrrhis pulvinifica,Species
scientific,Oreomyrrhis sessiliflora Hook.f.,accepted,Oreomyrrhis sessiliflora Hook.f.,Oreomyrrhis sessiliflora,Species
scientific,Oschatzia cuneifolia (F.Muell.) Drude,accepted,Oschatzia cuneifolia (F.Muell.) Drude,Oschatzia cuneifolia,Species
scientific,Oschatzia saxifraga (Hook.f.) Walp.,accepted,Oschatzia saxifraga (Hook.f.) Walp.,Oschatzia saxifraga,Species
scientific,Pastinaca sativa L.,accepted,Pastinaca sativa L.,Pastinaca sativa,Species
autonym,Pastinaca sativa L. subsp. sativa,accepted,Pastinaca sativa L. subsp. sativa,Pastinaca sativa subsp. sativa,Subspecies
scientific,Pentapeltis peltigera (Hook.) Bunge,accepted,Pentapeltis peltigera (Hook.) Bunge,Pentapeltis peltigera,Species
scientific,Pentapeltis silvatica (Diels) Domin,accepted,Pentapeltis silvatica (Diels) Domin,Pentapeltis silvatica,Species
scientific,Petroselinum crispum (Mill.) Fuss,accepted,Petroselinum crispum (Mill.) Fuss,Petroselinum crispum,Species
scientific,Platysace arnhemica Specht,accepted,Platysace arnhemica Specht,Platysace arnhemica,Species
scientific,Platysace cirrosa Bunge,accepted,Platysace cirrosa Bunge,Platysace cirrosa,Species
scientific,Platysace clelandii (Maiden & Betche) L.A.S.Johnson,accepted,Platysace clelandii (Maiden & Betche) L.A.S.Johnson,Platysace clelandii,Species
scientific,Platysace commutata (Turcz.) C.Norman,accepted,Platysace commutata (Turcz.) C.Norman,Platysace commutata,Species
scientific,Platysace compressa (Labill.) C.Norman,accepted,Platysace compressa (Labill.) C.Norman,Platysace compressa,Species
scientific,Platysace deflexa (Turcz.) C.Norman,accepted,Platysace deflexa (Turcz.) C.Norman,Platysace deflexa,Species
scientific,Platysace effusa (Turcz.) C.Norman,accepted,Platysace effusa (Turcz.) C.Norman,Platysace effusa,Species
scientific,Platysace ericoides (Sieber ex Spreng.) C.Norman,accepted,Platysace ericoides (Sieber ex Spreng.) C.Norman,Platysace ericoides,Species
scientific,Platysace filiformis (Bunge) C.Norman,accepted,Platysace filiformis (Bunge) C.Norman,Platysace filiformis,Species
scientific,Platysace haplosciadia (Benth.) C.Norman,accepted,Platysace haplosciadia (Benth.) C.Norman,Platysace haplosciadia,Species
scientific,Platysace heterophylla (Benth.) C.Norman,accepted,Platysace heterophylla (Benth.) C.Norman,Platysace heterophylla,Species
autonym,Platysace heterophylla (Benth.) C.Norman var. heterophylla,accepted,Platysace heterophylla (Benth.) C.Norman var. heterophylla,Platysace heterophylla var. heterophylla,Varietas
scientific,Platysace heterophylla var. tepperi (J.M.Black) H.Eichler,accepted,Platysace heterophylla var. tepperi (J.M.Black) H.Eichler,Platysace heterophylla var. tepperi,Varietas
scientific,Platysace juncea (Bunge) C.Norman,accepted,Platysace juncea (Bunge) C.Norman,Platysace juncea,Species
scientific,Platysace lanceolata (Labill.) Druce,accepted,Platysace lanceolata (Labill.) Druce,Platysace lanceolata,Species
scientific,Platysace linearifolia (Cav.) C.Norman,accepted,Platysace linearifolia (Cav.) C.Norman,Platysace linearifolia,Species
scientific,Platysace maxwellii (F.Muell.) C.Norman,accepted,Platysace maxwellii (F.Muell.) C.Norman,Platysace maxwellii,Species
scientific,Platysace pendula (Benth.) C.Norman,accepted,Platysace pendula (Benth.) C.Norman,Platysace pendula,Species
scientific,Platysace ramosissima (Benth.) C.Norman,accepted,Platysace ramosissima (Benth.) C.Norman,Platysace ramosissima,Species
scientific,Platysace saxatilis Keighery,accepted,Platysace saxatilis Keighery,Platysace saxatilis,Species
phrase name,Platysace sp. Eneabba (R.Hnatiuk 770001) WA Herbarium,accepted,Platysace sp. Eneabba (R.Hnatiuk 770001) WA Herbarium,Platysace sp. Eneabba (R.Hnatiuk 770001),Species
phrase name,Platysace sp. Kalbarri (D. & B.Bellairs 1383) WA Herbarium,accepted,Platysace sp. Kalbarri (D. & B.Bellairs 1383) WA Herbarium,Platysace sp. Kalbarri (D. & B.Bellairs 1383),Species
phrase name,Platysace sp. Kennedy (P.G.Wilson 8450) WA Herbarium,accepted,Platysace sp. Kennedy (P.G.Wilson 8450) WA Herbarium,Platysace sp. Kennedy (P.G.Wilson 8450),Species
phrase name,Platysace sp. Mt Ninderry (P.R.Sharpe+ 2092) Qld Herbarium,accepted,Platysace sp. Mt Ninderry (P.R.Sharpe+ 2092) Qld Herbarium,Platysace sp. Mt Ninderry (P.R.Sharpe+ 2092),Species
phrase name,Platysace sp. Stirling (J.M.Fox 88/262) WA Herbarium,accepted,Platysace sp. Stirling (J.M.Fox 88/262) WA Herbarium,Platysace sp. Stirling (J.M.Fox 88/262),Species
phrase name,Platysace sp. Watsonville (P.I.Forster PIF6259) Qld Herbarium,accepted,Platysace sp. Watsonville (P.I.Forster PIF6259) Qld Herbarium,Platysace sp. Watsonville (P.I.Forster PIF6259),Species
scientific,Platysace stephensonii (Turcz.) C.Norman,accepted,Platysace stephensonii (Turcz.) C.Norman,Platysace stephensonii,Species
scientific,Platysace tenuissima (Benth.) C.Norman,accepted,Platysace tenuissima (Benth.) C.Norman,Platysace tenuissima,Species
scientific,Platysace trachymenioides F.Muell.,accepted,Platysace trachymenioides F.Muell.,Platysace trachymenioides,Species
scientific,Platysace valida (F.Muell.) F.Muell.,accepted,Platysace valida (F.Muell.) F.Muell.,Platysace valida,Species
scientific,Platysace xerophila (E.Pritz.) L.A.S.Johnson,accepted,Platysace xerophila (E.Pritz.) L.A.S.Johnson,Platysace xerophila,Species
scientific,Scandix pecten-veneris L.,accepted,Scandix pecten-veneris L.,Scandix pecten-veneris,Species
scientific,Schoenolaena juncea Bunge,accepted,Schoenolaena juncea Bunge,Schoenolaena juncea,Species
scientific,Tordylium apulum L.,accepted,Tordylium apulum L.,Tordylium apulum,Species
scientific,Torilis arvensis (Huds.) Link,accepted,Torilis arvensis (Huds.) Link,Torilis arvensis,Species
scientific,Torilis nodosa (L.) Gaertn.,accepted,Torilis nodosa (L.) Gaertn.,Torilis nodosa,Species
scientific,Xanthosia atkinsoniana F.Muell.,accepted,Xanthosia atkinsoniana F.Muell.,Xanthosia atkinsoniana,Species
scientific,Xanthosia candida (Benth.) Steud.,accepted,Xanthosia candida (Benth.) Steud.,Xanthosia candida,Species
scientific,Xanthosia ciliata Hook.,accepted,Xanthosia ciliata Hook.,Xanthosia ciliata,Species
scientific,Xanthosia collina Keighery,accepted,Xanthosia collina Keighery,Xanthosia collina,Species
scientific,Xanthosia dissecta Hook.f.,accepted,Xanthosia dissecta Hook.f.,Xanthosia dissecta,Species
scientific,Xanthosia eichleri J.M.Hart & Henwood,accepted,Xanthosia eichleri J.M.Hart & Henwood,Xanthosia eichleri,Species
scientific,Xanthosia fruticulosa Benth.,accepted,Xanthosia fruticulosa Benth.,Xanthosia fruticulosa,Species
scientific,Xanthosia huegelii (Benth.) Steud.,accepted,Xanthosia huegelii (Benth.) Steud.,Xanthosia huegelii,Species
scientific,Xanthosia kochii (E.Pritz.) J.M.Hart & Henwood,accepted,Xanthosia kochii (E.Pritz.) J.M.Hart & Henwood,Xanthosia kochii,Species
scientific,Xanthosia leiophylla F.Muell. ex Klatt,accepted,Xanthosia leiophylla F.Muell. ex Klatt,Xanthosia leiophylla,Species
scientific,Xanthosia peduncularis Benth.,accepted,Xanthosia peduncularis Benth.,Xanthosia peduncularis,Species
scientific,Xanthosia pilosa Rudge,accepted,Xanthosia pilosa Rudge,Xanthosia pilosa,Species
scientific,Xanthosia rotundifolia DC.,accepted,Xanthosia rotundifolia DC.,Xanthosia rotundifolia,Species
scientific,Xanthosia scopulicola J.M.Hart & Henwood,accepted,Xanthosia scopulicola J.M.Hart & Henwood,Xanthosia scopulicola,Species
scientific,Xanthosia singuliflora F.Muell.,accepted,Xanthosia singuliflora F.Muell.,Xanthosia singuliflora,Species
phrase name,Xanthosia sp. Dardanup (B.J.Keighery & N.Gibson 174) WA Herbarium,accepted,Xanthosia sp. Dardanup (B.J.Keighery & N.Gibson 174) WA Herbarium,Xanthosia sp. Dardanup (B.J.Keighery & N.Gibson 174),Species
scientific,Xanthosia stellata J.M.Hart & Henwood,accepted,Xanthosia stellata J.M.Hart & Henwood,Xanthosia stellata,Species
scientific,Xanthosia tasmanica Domin,accepted,Xanthosia tasmanica Domin,Xanthosia tasmanica,Species
scientific,Xanthosia ternifolia J.M.Hart & Henwood,accepted,Xanthosia ternifolia J.M.Hart & Henwood,Xanthosia ternifolia,Species
scientific,Xanthosia tomentosa A.S.George,accepted,Xanthosia tomentosa A.S.George,Xanthosia tomentosa,Species
scientific,Xanthosia tridentata DC.,accepted,Xanthosia tridentata DC.,Xanthosia tridentata,Species
scientific,Aralia spinosa L.,accepted,Aralia spinosa L.,Aralia spinosa,Species
scientific,Astrotricha asperifolia F.Muell. ex Klatt,accepted,Astrotricha asperifolia F.Muell. ex Klatt,Astrotricha asperifolia,Species
phrase name,Astrotricha asperifolia subsp. Bogong (H.I.Aston 246) Vic. Herbarium,accepted,Astrotricha asperifolia subsp. Bogong (H.I.Aston 246) Vic. Herbarium,Astrotricha asperifolia subsp. Bogong (H.I.Aston 246),Subspecies
phrase name,Astrotricha asperifolia subsp. Toolangi (N.G.Walsh 2177) Vic. Herbarium,accepted,Astrotricha asperifolia subsp. Toolangi (N.G.Walsh 2177) Vic. Herbarium,Astrotricha asperifolia subsp. Toolangi (N.G.Walsh 2177),Subspecies
scientific,Astrotricha biddulphiana F.Muell.,accepted,Astrotricha biddulphiana F.Muell.,Astrotricha biddulphiana,Species
scientific,Astrotricha brachyandra A.R.Bean,accepted,Astrotricha brachyandra A.R.Bean,Astrotricha brachyandra,Species
scientific,Astrotricha cordata A.R.Bean,accepted,Astrotricha cordata A.R.Bean,Astrotricha cordata,Species
scientific,Astrotricha crassifolia Blakely,accepted,Astrotricha crassifolia Blakely,Astrotricha crassifolia,Species
scientific,Astrotricha floccosa DC.,accepted,Astrotricha floccosa DC.,Astrotricha floccosa,Species
scientific,Astrotricha glabra Domin,accepted,Astrotricha glabra Domin,Astrotricha glabra,Species
scientific,Astrotricha hamptonii F.Muell.,accepted,Astrotricha hamptonii F.Muell.,Astrotricha hamptonii,Species
scientific,Astrotricha intermedia A.R.Bean,accepted,Astrotricha intermedia A.R.Bean,Astrotricha intermedia,Species
scientific,Astrotricha latifolia Benth.,accepted,Astrotricha latifolia Benth.,Astrotricha latifolia,Species
scientific,Astrotricha ledifolia DC.,accepted,Astrotricha ledifolia DC.,Astrotricha ledifolia,Species
scientific,Astrotricha linearis A.Cunn. ex Benth.,accepted,Astrotricha linearis A.Cunn. ex Benth.,Astrotricha linearis,Species
phrase name,Astrotricha linearis subsp. Pine Mountain (A.R.Bean 9452) Vic. Herbarium,accepted,Astrotricha linearis subsp. Pine Mountain (A.R.Bean 9452) Vic. Herbarium,Astrotricha linearis subsp. Pine Mountain (A.R.Bean 9452),Subspecies
scientific,Astrotricha longifolia Benth.,accepted,Astrotricha longifolia Benth.,Astrotricha longifolia,Species
scientific,Astrotricha obovata Makinson,accepted,Astrotricha obovata Makinson,Astrotricha obovata,Species
scientific,Astrotricha parvifolia N.A.Wakef.,accepted,Astrotricha parvifolia N.A.Wakef.,Astrotricha parvifolia,Species
phrase name,Astrotricha parvifolia subsp. Gippsland Lakes (A.C.Beauglehole 49618) Vic. Herbarium,accepted,Astrotricha parvifolia subsp. Gippsland Lakes (A.C.Beauglehole 49618) Vic. Herbarium,Astrotricha parvifolia subsp. Gippsland Lakes (A.C.Beauglehole 49618),Subspecies
phrase name,Astrotricha parvifolia subsp. Mt Hedrick (V.Stajsic 3710) Vic. Herbarium,accepted,Astrotricha parvifolia subsp. Mt Hedrick (V.Stajsic 3710) Vic. Herbarium,Astrotricha parvifolia subsp. Mt Hedrick (V.Stajsic 3710),Subspecies
scientific,Astrotricha pauciflora A.R.Bean,accepted,Astrotricha pauciflora A.R.Bean,Astrotricha pauciflora,Species
scientific,Astrotricha pterocarpa Benth.,accepted,Astrotricha pterocarpa Benth.,Astrotricha pterocarpa,Species
scientific,Astrotricha roddii Makinson,accepted,Astrotricha roddii Makinson,Astrotricha roddii,Species
phrase name,Astrotricha sp. Deua (R.O.Makinson 1647) NSW Herbarium,accepted,Astrotricha sp. Deua (R.O.Makinson 1647) NSW Herbarium,Astrotricha sp. Deua (R.O.Makinson 1647),Species
phrase name,Astrotricha sp. Howe Range (D.E.Albrecht 1054) Vic. Herbarium,accepted,Astrotricha sp. Howe Range (D.E.Albrecht 1054) Vic. Herbarium,Astrotricha sp. Howe Range (D.E.Albrecht 1054),Species
phrase name,Astrotricha sp. Mount Boss (P.Gilmour 7907) NSW Herbarium,accepted,Astrotricha sp. Mount Boss (P.Gilmour 7907) NSW Herbarium,Astrotricha sp. Mount Boss (P.Gilmour 7907),Species
phrase name,Astrotricha sp. Mt Zero (V.Stajsic 4204) Vic. Herbarium,accepted,Astrotricha sp. Mt Zero (V.Stajsic 4204) Vic. Herbarium,Astrotricha sp. Mt Zero (V.Stajsic 4204),Species
phrase name,Astrotricha sp. Quorrobolong (S.Lewer 40) NSW Herbarium,accepted,Astrotricha sp. Quorrobolong (S.Lewer 40) NSW Herbarium,Astrotricha sp. Quorrobolong (S.Lewer 40),Species
phrase name,Astrotricha sp. Suggan Buggan (J.Turner 211) Vic. Herbarium,accepted,Astrotricha sp. Suggan Buggan (J.Turner 211) Vic. Herbarium,Astrotricha sp. Suggan Buggan (J.Turner 211),Species
phrase name,Astrotricha sp. Victoria Range (V.Stajsic 4207) Vic. Herbarium,accepted,Astrotricha sp. Victoria Range (V.Stajsic 4207) Vic. Herbarium,Astrotricha sp. Victoria Range (V.Stajsic 4207),Species
phrase name,Astrotricha sp. Wallagaraugh (R.O.Makinson 1228) NSW Herbarium,accepted,Astrotricha sp. Wallagaraugh (R.O.Makinson 1228) NSW Herbarium,Astrotricha sp. Wallagaraugh (R.O.Makinson 1228),Species
phrase name,Astrotricha sp. Watchimbark (P.Gilmour 7938) NSW Herbarium,accepted,Astrotricha sp. Watchimbark (P.Gilmour 7938) NSW Herbarium,Astrotricha sp. Watchimbark (P.Gilmour 7938),Species
phrase name,Astrotricha sp. Wingan Inlet (J.A.Jeanes 2268) Vic. Herbarium,accepted,Astrotricha sp. Wingan Inlet (J.A.Jeanes 2268) Vic. Herbarium,Astrotricha sp. Wingan Inlet (J.A.Jeanes 2268),Species
scientific,Astrotricha umbrosa A.R.Bean,accepted,Astrotricha umbrosa A.R.Bean,Astrotricha umbrosa,Species
scientific,Cephalaralia cephalobotrys (F.Muell.) Harms,accepted,Cephalaralia cephalobotrys (F.Muell.) Harms,Cephalaralia cephalobotrys,Species
scientific,Hedera algeriensis Rantonnet ex C.Morren,accepted,Hedera algeriensis Rantonnet ex C.Morren,Hedera algeriensis,Species
scientific,Hedera helix L.,accepted,Hedera helix L.,Hedera helix,Species
