scientificName,dataResourceName,basisOfRecord,Match
Boronia foetida,iNaturalist Australia,HUMAN_OBSERVATION,Yes
Choretrum chrysanthum,iNaturalist Australia,HUMAN_OBSERVATION,No
Clematicissus angustissima,iNaturalist Australia,HUMAN_OBSERVATION,No
Cryptandra aridicola,iNaturalist Australia,HUMAN_OBSERVATION,No
Cryptandra armata,iNaturalist Australia,HUMAN_OBSERVATION,No
Cryptandra intermedia,iNaturalist Australia,HUMAN_OBSERVATION,No
Cryptandra multispina,iNaturalist Australia,HUMAN_OBSERVATION,No
Cryptandra mutila,iNaturalist Australia,HUMAN_OBSERVATION,No
Cryptandra speciosa,iNaturalist Australia,HUMAN_OBSERVATION,No
Cryptandra spyridioides,iNaturalist Australia,HUMAN_OBSERVATION,No
Cyathea brevipinna,iNaturalist Australia,HUMAN_OBSERVATION,No
Cyathea howeana,iNaturalist Australia,HUMAN_OBSERVATION,No
Cyathea robusta,iNaturalist Australia,HUMAN_OBSERVATION,No
Decaisnina triflora,iNaturalist Australia,HUMAN_OBSERVATION,No
Dendrophthoe acacioides,iNaturalist Australia,HUMAN_OBSERVATION,No
Dicksonia herbertii,iNaturalist Australia,HUMAN_OBSERVATION,No
Dimocarpus australianus,iNaturalist Australia,HUMAN_OBSERVATION,No
Diplatia tomentosa,iNaturalist Australia,HUMAN_OBSERVATION,No
Diploglottis bracteata,iNaturalist Australia,HUMAN_OBSERVATION,No
Diplolaena ferruginea,iNaturalist Australia,HUMAN_OBSERVATION,No
Diplopeltis petiolaris,iNaturalist Australia,HUMAN_OBSERVATION,No
Diplopterygium longissimum,iNaturalist Australia,HUMAN_OBSERVATION,No
Dodonaea amblyophylla,iNaturalist Australia,HUMAN_OBSERVATION,No
Dodonaea caespitosa,iNaturalist Australia,HUMAN_OBSERVATION,No
Dodonaea concinna,iNaturalist Australia,HUMAN_OBSERVATION,Yes
Dodonaea dodecandra,iNaturalist Australia,HUMAN_OBSERVATION,No
Dodonaea humifusa,iNaturalist Australia,HUMAN_OBSERVATION,No
Dodonaea larreoides,iNaturalist Australia,HUMAN_OBSERVATION,No
Dodonaea rigida,iNaturalist Australia,HUMAN_OBSERVATION,No
Dodonaea uncinata,iNaturalist Australia,HUMAN_OBSERVATION,No
Dysoxylum alliaceum,iNaturalist Australia,HUMAN_OBSERVATION,No
Elaeocarpus costatus,iNaturalist Australia,HUMAN_OBSERVATION,No
Elaeocarpus foveolatus,iNaturalist Australia,HUMAN_OBSERVATION,No
Elaeocarpus hylobroma,iNaturalist Australia,HUMAN_OBSERVATION,No
Epilobium perpusillum,iNaturalist Australia,HUMAN_OBSERVATION,No
Epilobium tetragonum,iNaturalist Australia,HUMAN_OBSERVATION,No
Exocarpos homalocladus,iNaturalist Australia,HUMAN_OBSERVATION,Yes
Ficus atricha,iNaturalist Australia,HUMAN_OBSERVATION,No
Garuga floribunda,iNaturalist Australia,HUMAN_OBSERVATION,No
Gillbeea whypallana,iNaturalist Australia,HUMAN_OBSERVATION,No
Gleichenia abscida,iNaturalist Australia,HUMAN_OBSERVATION,No
Grammitis diminuta,iNaturalist Australia,HUMAN_OBSERVATION,No
Guioa coriacea,iNaturalist Australia,HUMAN_OBSERVATION,No
Hymenophyllum pumilum,iNaturalist Australia,HUMAN_OBSERVATION,Yes
Korthalsella emersa,iNaturalist Australia,HUMAN_OBSERVATION,Yes
Leionema equestre,iNaturalist Australia,HUMAN_OBSERVATION,No
Leptomeria pauciflora,iNaturalist Australia,HUMAN_OBSERVATION,No
Lindsaea trichomanoides,iNaturalist Australia,HUMAN_OBSERVATION,No
Lysiana filifolia,iNaturalist Australia,HUMAN_OBSERVATION,No
Melaleuca acutifolia,iNaturalist Australia,HUMAN_OBSERVATION,No
Melaleuca atroviridis,iNaturalist Australia,HUMAN_OBSERVATION,Yes
Melaleuca campanae,iNaturalist Australia,HUMAN_OBSERVATION,No
Melaleuca citrolens,iNaturalist Australia,HUMAN_OBSERVATION,No
Melaleuca conothamnoides,iNaturalist Australia,HUMAN_OBSERVATION,No
Melaleuca dissitiflora,iNaturalist Australia,HUMAN_OBSERVATION,No
Melaleuca eurystoma,iNaturalist Australia,HUMAN_OBSERVATION,No
Melaleuca haplantha,iNaturalist Australia,HUMAN_OBSERVATION,No
Melaleuca huttensis,iNaturalist Australia,HUMAN_OBSERVATION,No
Melaleuca marginata,iNaturalist Australia,HUMAN_OBSERVATION,No
Melaleuca phoidophylla,iNaturalist Australia,HUMAN_OBSERVATION,Yes
Melaleuca pritzelii,iNaturalist Australia,HUMAN_OBSERVATION,Yes
Melaleuca stenostachya,iNaturalist Australia,HUMAN_OBSERVATION,No
Melaleuca tinkeri,iNaturalist Australia,HUMAN_OBSERVATION,No
Melaleuca vinnula,iNaturalist Australia,HUMAN_OBSERVATION,No
Melaleuca violacea,iNaturalist Australia,HUMAN_OBSERVATION,No
Melicope contermina,iNaturalist Australia,HUMAN_OBSERVATION,Yes
Melicope polybotrya,iNaturalist Australia,HUMAN_OBSERVATION,No
Micromyrtus albicans,iNaturalist Australia,HUMAN_OBSERVATION,Yes
Micromyrtus sulphurea,iNaturalist Australia,HUMAN_OBSERVATION,No
Microsorum australiense,iNaturalist Australia,HUMAN_OBSERVATION,No
Mischocarpus montanus,iNaturalist Australia,HUMAN_OBSERVATION,No
Muiriantha hassellii,iNaturalist Australia,HUMAN_OBSERVATION,No
Notothixos leiophyllus,iNaturalist Australia,HUMAN_OBSERVATION,No
Ochrosperma oligomerum,iNaturalist Australia,HUMAN_OBSERVATION,No
Ophioglossum polyphyllum,iNaturalist Australia,HUMAN_OBSERVATION,No
Parietaria officinalis,iNaturalist Australia,HUMAN_OBSERVATION,No
Pericalymma spongiocaule,iNaturalist Australia,HUMAN_OBSERVATION,No
Phebalium lowanense,iNaturalist Australia,HUMAN_OBSERVATION,No
Phebalium megaphyllum,iNaturalist Australia,HUMAN_OBSERVATION,No
Phebalium verrucosum,iNaturalist Australia,HUMAN_OBSERVATION,No
Philotheca brevifolia,iNaturalist Australia,HUMAN_OBSERVATION,No
Philotheca fitzgeraldii,iNaturalist Australia,HUMAN_OBSERVATION,Yes
Philotheca pinoides,iNaturalist Australia,HUMAN_OBSERVATION,No
Philotheca thryptomenoides,iNaturalist Australia,HUMAN_OBSERVATION,No
Philotheca tomentella,iNaturalist Australia,HUMAN_OBSERVATION,No
Pileanthus bellus,iNaturalist Australia,HUMAN_OBSERVATION,No
Polianthion wichurae,iNaturalist Australia,HUMAN_OBSERVATION,No
Polystichum formosum,iNaturalist Australia,HUMAN_OBSERVATION,No
Pomaderris canescens,iNaturalist Australia,HUMAN_OBSERVATION,No
Pomaderris graniticola,iNaturalist Australia,HUMAN_OBSERVATION,Yes
Pomaderris ledifolia,iNaturalist Australia,HUMAN_OBSERVATION,No
Pomaderris myrtilloides,iNaturalist Australia,HUMAN_OBSERVATION,No
Pomaderris subcapitata,iNaturalist Australia,HUMAN_OBSERVATION,No
Rinzia carnosa,iNaturalist Australia,HUMAN_OBSERVATION,No
Rinzia schollerifolia,iNaturalist Australia,HUMAN_OBSERVATION,No
Roepera eichleri,iNaturalist Australia,HUMAN_OBSERVATION,No
Roepera kochii,iNaturalist Australia,HUMAN_OBSERVATION,Yes
Roepera reticulata,iNaturalist Australia,HUMAN_OBSERVATION,No
Sageretia hamosa,iNaturalist Australia,HUMAN_OBSERVATION,No
Sannantha crassa,iNaturalist Australia,HUMAN_OBSERVATION,Yes
Spyridium bifidum,iNaturalist Australia,HUMAN_OBSERVATION,No
Spyridium daltonii,iNaturalist Australia,HUMAN_OBSERVATION,No
Stenanthemum complicatum,iNaturalist Australia,HUMAN_OBSERVATION,Yes
Stenanthemum humile,iNaturalist Australia,HUMAN_OBSERVATION,No
Stenanthemum intricatum,iNaturalist Australia,HUMAN_OBSERVATION,No
Syzygium cryptophlebium,iNaturalist Australia,HUMAN_OBSERVATION,No
Syzygium eucalyptoides,iNaturalist Australia,HUMAN_OBSERVATION,No
Taxandria angustifolia,iNaturalist Australia,HUMAN_OBSERVATION,Yes
Taxandria inundata,iNaturalist Australia,HUMAN_OBSERVATION,No
Tetratheca efoliata,iNaturalist Australia,HUMAN_OBSERVATION,No
Tetratheca filiformis,iNaturalist Australia,HUMAN_OBSERVATION,No
Tetratheca paucifolia,iNaturalist Australia,HUMAN_OBSERVATION,Yes
Tetratheca pilifera,iNaturalist Australia,HUMAN_OBSERVATION,No
Thryptomene mucronulata,iNaturalist Australia,HUMAN_OBSERVATION,No
Tribulus occidentalis,iNaturalist Australia,HUMAN_OBSERVATION,No
Trymalium daphnifolium,iNaturalist Australia,HUMAN_OBSERVATION,No
Verticordia aereiflora,iNaturalist Australia,HUMAN_OBSERVATION,No
Verticordia apecta,iNaturalist Australia,HUMAN_OBSERVATION,No
Verticordia brownii,iNaturalist Australia,HUMAN_OBSERVATION,No
Verticordia comosa,iNaturalist Australia,HUMAN_OBSERVATION,No
Verticordia fastigiata,iNaturalist Australia,HUMAN_OBSERVATION,No
Verticordia humilis,iNaturalist Australia,HUMAN_OBSERVATION,No
Verticordia lepidophylla,iNaturalist Australia,HUMAN_OBSERVATION,No
Verticordia pholidophylla,iNaturalist Australia,HUMAN_OBSERVATION,No
Verticordia serrata,iNaturalist Australia,HUMAN_OBSERVATION,No
Xanthostemon graniticus,iNaturalist Australia,HUMAN_OBSERVATION,No
Zieria robertsiorum,iNaturalist Australia,HUMAN_OBSERVATION,No
