Accepted.binomial,Accepted.sub1,Accepted.sub2,Accepted.Rank,Family,Extinction.Risk,Locality,Climate,Life.form.orig,Life.form.edited,List,Synonym.binomial,Source.Extinct,Source.Rediscovered.or.Synonymised
Prostanthera_marifolia,na,na,species,Lamiaceae,CR,NSW,DT,cham.,WP,Rediscovered,Prostanthera_marifolia,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.",https://en.wikipedia.org/wiki/Prostanthera_marifolia
Prostanthera_staurophylla,na,na,species,Lamiaceae,LR,NSW,S,cham.,WP,Rediscovered,Prostanthera_staurophylla,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.",https://bie.ala.org.au/species/http://id.biodiversity.org.au/node/apni/2909925
Pseudocentrum_guadalupense,na,na,species,Orchidaceae,CR,LEE,WT,Rhizome_geophyte,HP,Rediscovered,Pseudocentrum_guadalupense,"Acevedo-Rodríguez, P. & Strong, M.T. (2012). Catalogue of seed plants of the West Indies. Smithsonian Contributions to Botany 98: 1-1192. ",http://www.association-aeva.com/article-l-orchidee-retrouvee-113764146.html
Psiadia_mauritiana,na,na,species,Asteraceae,EW,MAU,WT,Nanophan._or_phan.,WP,Extinct,Psiadia_mauritiana,"Bosser, J. & al. (eds.) (1976-). Flore des Mascareignes. IRD Éditions, MSIRI, RBG-Kew, Paris.",
Psiadia_schweinfurthii,na,na,species,Asteraceae,EX,SOC,MT,phan.,WP,Extinct,Psiadia_schweinfurthii,"Bosser, J. & al. (eds.) (1976-). Flore des Mascareignes. IRD Éditions, MSIRI, RBG-Kew, Paris.",
Psidium_dumetorum,na,na,species,Myrtaceae,EW,JAM,WT,Nanophan.,WP,Extinct,Psidium_dumetorum,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Psittacanthus_nudus,na,na,species,Loranthaceae,CR,HON,WT,phan.,WP,Rediscovered,Psittacanthus_nudus,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.",Herbarium (MO)
Psoralea_cataracta,na,na,species,Fabaceae,EX,CPP,S,cham.,WP,Extinct,Psoralea_cataracta,"Hilton-Taylor, C. (ed.) (1996). Red data list of Southern African plants: 1-117. National Botanical Institute, Pretoria.",
Psoralea_guenzii,na,na,species,Fabaceae,EX,CPP,S,cham.,WP,Extinct,Psoralea_guenzii,"Hilton-Taylor, C. (ed.) (1996). Red data list of Southern African plants: 1-117. National Botanical Institute, Pretoria.",
Psychotria_balfouriana,na,na,species,Rubiaceae,EX,ROD,WT,cham.,WP,Extinct,Psychotria_balfouriana,"Strahm, W. (1989). Plant red data book for Rodrigues: 1-241. Knigstein.",
Psychotria_banaona,na,na,species,Rubiaceae,EX,CUB,WT,Nanophan.,WP,Extinct,Psychotria_banaona,"Borhidi, A. & Muñiz, O. (1983). Catálogo de Plantas Cubanas Amenazadas o Extinguidas: 1-85. Acad. Ci. de Cuba, La Habana.",
Psychotria_cadigensis,na,na,species,Rubiaceae,EX,PHI,WT,cl._cham.,WP,Extinct,Psychotria_cadigensis,"Nayar, M.P. & Sastry, A.R.K. (eds.) (1987). Red data book of Indian plants: 1-367. Calcutta.",
Psychotria_capizensis,na,na,species,Rubiaceae,EX,PHI,WT,Nanophan.,WP,Extinct,Psychotria_capizensis,"Nayar, M.P. & Sastry, A.R.K. (eds.) (1987). Red data book of Indian plants: 1-367. Calcutta.",
Psychotria_cardiophylla,na,na,species,Rubiaceae,EX,PHI,WT,Nanophan.,WP,Extinct,Psychotria_cardiophylla,"Nayar, M.P. & Sastry, A.R.K. (eds.) (1987). Red data book of Indian plants: 1-367. Calcutta.",
Psychotria_casiguraensis,na,na,species,Rubiaceae,EX,PHI,WT,Nanophan.,WP,Extinct,Psychotria_casiguraensis,"Nayar, M.P. & Sastry, A.R.K. (eds.) (1987). Red data book of Indian plants: 1-367. Calcutta.",
Psychotria_chiapensis,na,na,species,,,,,,,Synonym,Cephaelis_chiapensis,,"POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Psychotria_christarusselliae,na,na,species,Rubiaceae,EX,PHI,WT,Cl._nanophan.,WP,Extinct,Psychotria_christarusselliae,"Nayar, M.P. & Sastry, A.R.K. (eds.) (1987). Red data book of Indian plants: 1-367. Calcutta.",
Psychotria_conglomeratiflora,na,na,species,Rubiaceae,EX,PHI,WT,Nanophan.,WP,Extinct,Psychotria_conglomeratiflora,"Nayar, M.P. & Sastry, A.R.K. (eds.) (1987). Red data book of Indian plants: 1-367. Calcutta.",
Psychotria_elliptilimba,na,na,species,Rubiaceae,EX,PHI,WT,Nanophan.,WP,Extinct,Psychotria_elliptilimba,"Nayar, M.P. & Sastry, A.R.K. (eds.) (1987). Red data book of Indian plants: 1-367. Calcutta.",
Psychotria_ilocana,na,na,species,Rubiaceae,EX,PHI,WT,Nanophan.,WP,Extinct,Psychotria_ilocana,"Nayar, M.P. & Sastry, A.R.K. (eds.) (1987). Red data book of Indian plants: 1-367. Calcutta.",
Psychotria_magnifolia,na,na,species,Rubiaceae,EX,PHI,WT,Nanophan._or_phan.,WP,Extinct,Psychotria_magnifolia,"Nayar, M.P. & Sastry, A.R.K. (eds.) (1987). Red data book of Indian plants: 1-367. Calcutta.",
Psychotria_obscurinervia,na,na,species,Rubiaceae,EX,PHI,WT,cl._cham.,WP,Extinct,Psychotria_obscurinervia,"Nayar, M.P. & Sastry, A.R.K. (eds.) (1987). Red data book of Indian plants: 1-367. Calcutta.",
Psychotria_olsenii,na,na,species,Rubiaceae,EX,PHI,WT,cl._cham.,WP,Extinct,Psychotria_olsenii,"Nayar, M.P. & Sastry, A.R.K. (eds.) (1987). Red data book of Indian plants: 1-367. Calcutta.",
Psychotria_paracalensis,na,na,species,Rubiaceae,EX,PHI,WT,cl._cham.,WP,Extinct,Psychotria_paracalensis,"Nayar, M.P. & Sastry, A.R.K. (eds.) (1987). Red data book of Indian plants: 1-367. Calcutta.",
Psychotria_phanerophlebia,na,na,species,Rubiaceae,EX,PHI,WT,Nanophan._or_phan.,WP,Extinct,Psychotria_phanerophlebia,"Nayar, M.P. & Sastry, A.R.K. (eds.) (1987). Red data book of Indian plants: 1-367. Calcutta.",
Psychotria_quisumbingiana,na,na,species,Rubiaceae,EX,PHI,WT,Nanophan._or_phan.,WP,Extinct,Psychotria_quisumbingiana,"Nayar, M.P. & Sastry, A.R.K. (eds.) (1987). Red data book of Indian plants: 1-367. Calcutta.",
Psychotria_ramosii,na,na,species,Rubiaceae,EX,PHI,WT,Nanophan.,WP,Extinct,Psychotria_ramosii,"Nayar, M.P. & Sastry, A.R.K. (eds.) (1987). Red data book of Indian plants: 1-367. Calcutta.",
Psychotria_scaberula,na,na,species,Rubiaceae,EX,PHI,WT,Nanophan._or_phan.,WP,Extinct,Psychotria_scaberula,"Nayar, M.P. & Sastry, A.R.K. (eds.) (1987). Red data book of Indian plants: 1-367. Calcutta.",
Psychotria_subcucullata,na,na,species,Rubiaceae,EX,PHI,WT,Nanophan.,WP,Extinct,Psychotria_subcucullata,"Nayar, M.P. & Sastry, A.R.K. (eds.) (1987). Red data book of Indian plants: 1-367. Calcutta.",
Psychotria_tylophora,na,na,species,Rubiaceae,EW,NCB,WT,Nanophan.,WP,Extinct,Psychotria_tylophora,"Nayar, M.P. & Sastry, A.R.K. (eds.) (1987). Red data book of Indian plants: 1-367. Calcutta.",
Psychotria_urdanetensis,na,na,species,Rubiaceae,EX,PHI,WT,Nanophan.,WP,Extinct,Psychotria_urdanetensis,"Nayar, M.P. & Sastry, A.R.K. (eds.) (1987). Red data book of Indian plants: 1-367. Calcutta.",
Psychotria_wenzelii,na,na,species,Rubiaceae,EX,PHI,WT,Nanophan.,WP,Extinct,Psychotria_wenzelii,"Nayar, M.P. & Sastry, A.R.K. (eds.) (1987). Red data book of Indian plants: 1-367. Calcutta.",
Pterocephalus_fruticulosus,na,na,species,Caprifoliaceae,EW,TKM,G,Cham.,WP,Extinct,Pterocephalus_fruticulosus,"Borodin, A.M. & al. (1985). Krasnaya kniga SSSR: redkie i nakhodyashchiesya pod ugrozoi ischeznoveniya vidy zhivotnykh i rastenii. - izdanie vtoroe [2]: tom pervyi - vtoroi [1-2].. Lesnaya Promyshlennost, Moscow.",
Pterostylis_excelsa,na,na,species,,,,,,,Synonym,Pterostylis_valida,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Ptilotus_caespitulosus,na,na,species,Amaranthaceae,DD,WAU,DT,cham.,WP,Rediscovered,Ptilotus_caespitulosus,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.",https://bie.ala.org.au/species/http://id.biodiversity.org.au/node/apni/2905620
Ptilotus_extenuatus,na,na,species,Amaranthaceae,EW,"NSW,QLD",DT,cham.,WP,Extinct,Ptilotus_extenuatus,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.",
Ptilotus_fasciculatus,na,na,species,Amaranthaceae,CR,WAU,DT,Hemicr.,WP,Rediscovered,Ptilotus_fasciculatus,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.",https://florabase.dpaw.wa.gov.au/browse/profile/2722
Ptilotus_pyramidatus,na,na,species,Amaranthaceae,CR,WAU,DT,Hemicr.,WP,Rediscovered,Ptilotus_pyramidatus,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.","Davis, R.W. (2012). Ptilotus christineae is synonymous with the previously presumed extinct taxon P. pyramidatus Nuytsia 22: 335."
Pultenaea_maidenii,na,na,species,Fabaceae,EX,VIC,S,nanophan.,WP,Extinct,Pultenaea_maidenii,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.",
Pultenaea_pauciflora,na,na,species,Fabaceae,VU,WAU,S,Cham._or_nanophan.,WP,Rediscovered,Pultenaea_pauciflora,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.",https://bie.ala.org.au/species/http://id.biodiversity.org.au/node/apni/2892313
Pycnanthemum_monotrichum,na,na,species,Lamiaceae,EX,VRG,G,Hemicr.,WP,Extinct,Pycnanthemum_monotrichum,"CPC (1990). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.",
Pyrola_chlorantha,na,na,species,,,,,,,Synonym,Pyrola_oxypetala,"CPC (1990). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Pyrostria_ferruginea,na,na,species,Rubiaceae,EX,MAU,WT,Phan.,WP,Extinct,Pyrostria_ferruginea,"Bosser, J. & al. (eds.) (1976-). Flore des Mascareignes. IRD Éditions, MSIRI, RBG-Kew, Paris.",
Quaqua_armata,subsp,arenicola,subsp,,,,,,,Synonym,Caralluma_arenicola,"Hall, A.V. & Veldhuis, H.A. (1985). South African red data book: 1-160. CSIR, Pretoria.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Rajania_microphylla,na,na,species,,,,,,,Synonym,Rajania_prestoniensis,"Borhidi, A. & Muñiz, O. (1983). Catálogo de Plantas Cubanas Amenazadas o Extinguidas: 1-85. Acad. Ci. de Cuba, La Habana.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Ramosmania_heterophylla,na,na,species,Rubiaceae,EX,ROD,WT,Nanophan.,WP,Extinct,Ramosmania_heterophylla,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Randia_genipifolia,na,na,species,,,,,,,Synonym,Duroia_genipifolia,"Standley, P.C., Steyermark, J.A. & Williams, L.O. (1946-). Flora of Guatemala. 13 parts.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Ranunculus_degenii,na,na,species,Ranunculaceae,CR,"ALB,YUG",G,Hemicr.,WP,Rediscovered,Ranunculus_degenii,"Tutin, T.G. & al. (eds.) (1995). Flora Europaea electonic dataset","Tutin, T.G. & al. (eds.) (1993). Flora Europaea ed. 2, 1: 1-581. Cambridge University Press."
Ranunculus_hayekii,na,na,species,Ranunculaceae,CR,"ALB,BUL",G,Hemicr.,WP,Rediscovered,Ranunculus_hayekii,"Tutin, T.G. & al. (eds.) (1995). Flora Europaea electonic dataset",https://books.google.co.uk/books?id=42w4XA6GUqMC&pg=PA13&lpg=PA13&dq=Ranunculus+hayekii&source=bl&ots=4wmV4yOj-t&sig=TySozT9qIYc-0Yd2pQQoH2VQasI&hl=en&sa=X&ved=0ahUKEwit8rjEh6TcAhVHKMAKHVavDtE4ChDoAQgsMAE#v=onepage&q=Ranunculus%20hayekii&f=false
Rauvolfia_nukuhivensis,na,na,species,Apocynaceae,EW,MRQ,WT,Phan.,WP,Extinct,Rauvolfia_nukuhivensis,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.",
Rauvolfia_nukuhivensis,na,na,species,,,,,,,Synonym,Ochrosia_nukuhivensis,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Renealmia_pycnostachys,na,na,species,Zingiberaceae,EW,BZL,WT,Hemicr._or_rhizome_geophyte,WP,Extinct,Renealmia_pycnostachys,"Maas, P.J.M. (1977). Renealmia, Costoideae (Zingiberaceae). Flora Neotropica, Monograph 18: 1-218.",
Restio_ramosissimus,na,na,species,,,,,,,Synonym,Leptocarpus_ramosissimus,,"POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Rhamnus_seravschanica,na,na,species,Rhamnaceae,EW,TZK,G,Nanophan.,WP,Extinct,Rhamnus_seravschanica,"Borodin, A.M. & al. (1985). Krasnaya kniga SSSR: redkie i nakhodyashchiesya pod ugrozoi ischeznoveniya vidy zhivotnykh i rastenii. - izdanie vtoroe [2]: tom pervyi - vtoroi [1-2].. Lesnaya Promyshlennost, Moscow.",
Rhamphogyne_rhynchocarpa,na,na,species,Asteraceae,EX,ROD,T,Cham.,WP,Extinct,Rhamphogyne_rhynchocarpa,"Strahm, W. (1989). Plant red data book for Rodrigues: 1-241. Knigstein.",
Rhamphogyne_rhynchocarpa,na,na,species,,,,,,,Synonym,Abrotanella_rhynchocarpa,,"POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Rhinanthus_halophilus,na,na,species,Orobanchaceae,CR,"DEN,GER",G,Hemipar._ther.,A,Rediscovered,Rhinanthus_halophilus,"Ingelg, T., Anderson, R. & Tjernberg, M. (eds.) (1993). Red data book of the Baltic region: 1-95. Upsalla.","Hansen, K. - Dansk feltflora København 1993."
Rhipsalis_goebeliana,na,na,species,Cactaceae,VU,BOL,MT,succ._phan.,WP,Rediscovered,Rhipsalis_goebeliana,"Hunt, D. (1992). CITES Cactaceae Checklist: 1-190. Royal Botanic Gardens, Kew.","Jørgensen, P.M., Nee, M.H. & Beck., S.G. (eds.) (2013). Catálogo de las plantas vasculares de Bolivia Monographs in Systematic Botany from the Missouri Botanical Garden 127: 1-1741. Missouri Botanical Garden."
Rhipsalis_sulcata,na,na,species,Cactaceae,DD,BZL,WT,succ._phan.,WP,Rediscovered,Rhipsalis_sulcata,"Hunt, D. (1992). CITES Cactaceae Checklist: 1-190. Royal Botanic Gardens, Kew.",Also discovered in Southern Espírito Santo.
Rhodanthe_spicata,na,na,species,,,,,,,Synonym,Calocephalus_globosus,"Briggs, J. & Leigh, J. (1988). Rare or threatened Australian plants , rev. ed.: 1-277.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Rhododendron_kanehirae,na,na,species,Ericaceae,EW,TAI,G,Nanophan.,WP,Extinct,Rhododendron_kanehirae,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.",
Rhododendron_retrorsipilum,na,na,species,Ericaceae,EX,NWG,WT,Epiphytic_nanophan.,WP,Extinct,Rhododendron_retrorsipilum,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.",
Rhodospatha_moritziana,na,na,species,,,,,,,Synonym,Rhodospatha_picta,,"POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Rhynchosia_splendens,na,na,species,Fabaceae,EW,ETH,DT,nanophan.,WP,Extinct,Rhynchosia_splendens,"Edwards, S. & Asfaw, Z. (1992). The status of some plant resources in parts of Tropical Africa. NAPRECA monograph series 2: 1-18.",
Ribes_kolymense,na,na,species,Grossulariaceae,EX,YAK,G,Nanophan.,WP,Extinct,Ribes_kolymense,"Takhtajan, A.L. (1981). Rare and vanishing plants of the USSR to be protected: 1-202. Nauka, Leningrad.",
Riocreuxia_woodii,na,na,species,Apocynaceae,EX,NAT,S,cl._cham.,WP,Extinct,Riocreuxia_woodii,"Hilton-Taylor, C. (ed.) (1996). Red data list of Southern African plants: 1-117. National Botanical Institute, Pretoria.",
Robinsonia_berteroi,na,na,species,Asteraceae,EX,JNF,S,Nanophan._or_phan.,WP,Extinct,Robinsonia_berteroi,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Robinsonia_macrocephala,na,na,species,Asteraceae,EX,JNF,S,Nanophan._or_phan.,WP,Extinct,Robinsonia_macrocephala,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Romulea_papyracea,na,na,species,Iridaceae,EX,CPP,S,Tuber_geophyte,HP,Extinct,Romulea_papyracea,"Hall, A.V. & Veldhuis, H.A. (1985). South African red data book: 1-160. CSIR, Pretoria.",
Romulea_sulphurea,na,na,species,Iridaceae,EX,CPP,S,Tuber_geophyte,HP,Extinct,Romulea_sulphurea,"Hilton-Taylor, C. (ed.) (1996). Red data list of Southern African plants: 1-117. National Botanical Institute, Pretoria.",
Rorippa_coloradensis,na,na,species,Brassicaceae,EX,COL,G,Hemicr.,WP,Extinct,Rorippa_coloradensis,"CPC (1990). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.",
Rousselia_erratica,na,na,species,Urticaceae,VU,"NIC,CLM",WT,ther.,A,Rediscovered,Rousselia_erratica,"Standley, P.C. & Williams, L.O. (1952). Ocho géneros de árboles y arbustos nuevos para Centro América. Ceiba; a Scientific and Technical Journal Published by Zamorano 3: 24-35.","Stevens, W. D., C. Ulloa Ulloa, A. Pool & O. M. Montiel. 2001. Flora de Nicaragua. Monogr. Syst. Bot. Missouri Bot. Gard. 85: i–xlii,."
Roystonea_stellata,na,na,species,Arecaceae,EX,CUB,WT,Phan.,WP,Extinct,Roystonea_stellata,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.",
Rubia_rezniczenkoana,na,na,species,Rubiaceae,VU,"KAZ,CHX",G,Hemicr.,WP,Rediscovered,Rubia_rezniczenkoana,"Borodin, A.M. & al. (1985). Krasnaya kniga SSSR: redkie i nakhodyashchiesya pod ugrozoi ischeznoveniya vidy zhivotnykh i rastenii. - izdanie vtoroe [2]: tom pervyi - vtoroi [1-2].. Lesnaya Promyshlennost, Moscow.","Wu, Z., Raven, P.H. & Hong, D. (eds.) (2011). Flora of China 19: 1-884. Missouri Botanical Garden Press, St. Louis."
Rubus_aliceae,na,na,species,Rosaceae,CR,NWM,G,Nanophan.,WP,Rediscovered,Rubus_aliceae,"Kartesz, J.T. (1994) A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland",now a synonym of Rubus idaeus subsp. strigosus
Rubus_missouricus,na,na,species,Rosaceae,LC,MSO,G,cham.,WP,Rediscovered,Rubus_missouricus,"CPC (1992). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.","Mohlenbrock, R.H. (2014). Vascular Flora of Illinois. A Field Guide, ed. 4: 1-536. Southern Illinois University Press, Carbondale."
Rudgea_coriacea,na,na,species,,,,,,,Synonym,Rudgea_magnoliifolia,,"POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Rudgea_hostmanniana,subsp,hostmanniana,subsp,,,,,,,Synonym,Rudgea_intercedens,,"POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Rudgea_reticulata,na,na,species,,,,,,,Synonym,Rudgea_microcephala,,"POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Rumex_tomentellus,na,na,species,Polygalaceae,EW,NWM,G,Hemicr.,WP,Extinct,Rumex_tomentellus,"Kartesz, J.T. (1994) A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland",
Rustia_simpsonii,na,na,species,Rubiaceae,EX,BZL,WT,Phan.,WP,Extinct,Rustia_simpsonii,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Sabal_etonia,na,na,species,,,,,,,Synonym,Sabal_miamiensis,,"POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Sageraea_grandiflora,na,na,species,Annonaceae,EW,IND,WT,Phan.,WP,Extinct,Sageraea_grandiflora,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.",
Sagina_procumbens,na,na,species,,,,,,,Synonym,Sagina_boydii,,"POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Salacca_lophospatha,na,na,species,Arecaceae,EW,BOR,WT,Hemicr._or_cham.,WP,Extinct,Salacca_lophospatha,"Dransfield, J. & Mogea, J.P. (1981). A reassessment of the genus Lophospatha Burret. Princeps; Journal des la Société Palmophile Francophone 25: 178-180.",
Salacia_malabarica,na,na,species,Celastraceae,EW,IND,WT,phan.,WP,Extinct,Salacia_malabarica,"Nayar, M.P. & Sastry, A.R.K. (eds.) (1987). Red data book of Indian plants: 1-367. Calcutta.",
Salvia_baldschuanica,na,na,species,Lamiaceae,EN,"TZK,UZB",G,Hemicr.,WP,Rediscovered,Salvia_baldschuanica,"Borodin, A.M. & al. (1985). Krasnaya kniga SSSR: redkie i nakhodyashchiesya pod ugrozoi ischeznoveniya vidy zhivotnykh i rastenii. - izdanie vtoroe [2]: tom pervyi - vtoroi [1-2].. Lesnaya Promyshlennost, Moscow.",More localities documented in Central Asia
Salvia_gontscharowii,na,na,species,Lamiaceae,EX,TZK,G,Hemicr.,WP,Extinct,Salvia_gontscharowii,"Borodin, A.M. & al. (1985). Krasnaya kniga SSSR: redkie i nakhodyashchiesya pod ugrozoi ischeznoveniya vidy zhivotnykh i rastenii. - izdanie vtoroe [2]: tom pervyi - vtoroi [1-2].. Lesnaya Promyshlennost, Moscow.",
Salvia_peyronii,na,na,species,Lamiaceae,EX,LBS,S,Hemicr.,WP,Extinct,Salvia_peyronii,"WCSP (2003). World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/",
Salvia_serotina,na,na,species,,,,,,,Synonym,Salvia_blodgettii,"CPC (1990). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Santalum_fernandezianum,na,na,species,Santalaceae,EX,JNF,WT,Hemipar._phan.,WP,Extinct,Santalum_fernandezianum,"W.C.M.C. (1996). Threatened plant database of the World Conservation Monitoring Centre. W.C.M.C., Cambridge, U.K.",
Sauvallea_blainii,na,na,species,Commelinaceae,EX,CUB,MT,Cham.,WP,Extinct,Sauvallea_blainii,"Borhidi, A. & Muñiz, O. (1983). Catálogo de Plantas Cubanas Amenazadas o Extinguidas: 1-85. Acad. Ci. de Cuba, La Habana.",
Scaevola_macrophylla,na,na,species,Goodeniaceae,CR,WAU,S,Cham.,WP,Rediscovered,Scaevola_macrophylla,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.",http://www.environment.gov.au/biodiversity/threatened/species/pubs/11806-conservation-advice.pdf
Scaevola_nitida,na,na,species,,,,,,,Synonym,Scaevola_attenuata,"Briggs, J. & Leigh, J. (1988). Rare or threatened Australian plants , rev. ed.: 1-277.","POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Scaevola_oldfieldii,na,na,species,Goodeniaceae,DD,WAU,DT,nanophan.,WP,Rediscovered,Scaevola_oldfieldii,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.",https://bie.ala.org.au/species/http://id.biodiversity.org.au/node/apni/2907676
Schefflera_pubigera,na,na,species,,,,,,,Synonym,Schefflera_belangeri,,"POWO. 2018. Plants of the World online. Facilitated by the Royal Botanic Gardens, Kew. http://e-monocot.org/."
Schiedea_amplexicaulis,na,na,species,Caryophyllaceae,EX,HAW,WT,Cham.,WP,Extinct,Schiedea_amplexicaulis,"Wagner, W., Herbst, D. & Sohmer, S. (1990). Manual of the Flowering Plants of Hawai'I 1-2: 1-1853. University of Hawaii Press.",
Schiedea_helleri,na,na,species,Caryophyllaceae,EN,HAW,WT,Cl._nanophan.,WP,Rediscovered,Schiedea_helleri,"Wagner, W., Herbst, D. & Sohmer, S. (1990). Manual of the Flowering Plants of Hawai'I 1-2: 1-1853. University of Hawaii Press.",http://www.iucnredlist.org/details/80218137/0
Schiedea_implexa,na,na,species,Caryophyllaceae,EX,HAW,WT,Cham.,WP,Extinct,Schiedea_implexa,"Wagner, W., Herbst, D. & Sohmer, S. (1990). Manual of the Flowering Plants of Hawai'I 1-2: 1-1853. University of Hawaii Press.",
Schiedea_stellarioides,na,na,species,Caryophyllaceae,EN,HAW,WT,Cham.,WP,Rediscovered,Schiedea_stellarioides,"CPC (1992). Centre for plant conservation data for North American plants database. CPC, Centre for plant conservation.",http://www.iucnredlist.org/details/80219174/0
Schoenus_acuminatus,na,na,species,Cyperaceae,DD,WAU,S,Hemicr._or_rhizome_geophyte,WP,Rediscovered,Schoenus_acuminatus,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.",https://bie.ala.org.au/species/http://id.biodiversity.org.au/node/apni/2918337
Schoenus_natans,na,na,species,Cyperaceae,EN,WAU,S,Hemicr._or_rhizome_geophyte,WP,Rediscovered,Schoenus_natans,"Hnatiuk, R.J. (1990). Census of Australian vascular plants. Australian Flora and Fauna Series 11: 1-650.",https://bie.ala.org.au/species/http://id.biodiversity.org.au/node/apni/2892873
Scleria_anomala,na,na,species,Cyperaceae,EX,MAU,WT,Hemicr.,WP,Extinct,Scleria_anomala,"Bosser, J. & al. (eds.) (1976-). Flore des Mascareignes. IRD Éditions, MSIRI, RBG-Kew, Paris.",
